Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand RGD ID,Receptor RGD ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0003521,Egfl7 Notch2,Egfl7,Notch2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Egfl7%20Notch2-based-on-Pubmed-ID-19503073-in-rat,"Egfl7 (RH141414, RH141422, LOC245963, MGC93163)","Notch2 (Notch2, RH138723)",RGD:708507,RGD:3188,ENSRNOG00000019388,ENSRNOG00000018835,EGFL7 (ZNEU1),NOTCH2,secreted,cell membrane
CDB25:0003522,Egfl7 Notch3,Egfl7,Notch3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Egfl7%20Notch3-based-on-Pubmed-ID-19503073-in-rat,"Egfl7 (RH141414, RH141422, LOC245963, MGC93163)",Notch3 (D7Got3),RGD:708507,RGD:620761,ENSRNOG00000019388,ENSRNOG00000004346,EGFL7 (ZNEU1),"NOTCH3 (CADASIL, CASIL)",secreted,cell membrane
CDB25:0003523,Epha1 Efna1,Epha1,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha1%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha1 (RH141119, UniSTS:495879, LOC312279)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:1304680,RGD:620388,ENSRNOG00000017525,ENSRNOG00000020573,"EPHA1 (EPHT, EPHT1, EPH)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003524,Epha1 Efna2,Epha1,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha1%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha1 (RH141119, UniSTS:495879, LOC312279)",Efna2 (LOC314624),RGD:1304680,RGD:620389,ENSRNOG00000017525,ENSRNOG00000016203,"EPHA1 (EPHT, EPHT1, EPH)","EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003525,Epha1 Efna3,Epha1,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha1%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha1 (RH141119, UniSTS:495879, LOC312279)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:1304680,RGD:620390,ENSRNOG00000017525,ENSRNOG00000057322,"EPHA1 (EPHT, EPHT1, EPH)","EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
CDB25:0003526,Epha1 Efna4,Epha1,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha1%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha1 (RH141119, UniSTS:495879, LOC312279)","Efna4 (RH139781, LOC310643)",RGD:1304680,RGD:1307808,ENSRNOG00000017525,ENSRNOG00000020588,"EPHA1 (EPHT, EPHT1, EPH)","EFNA4 (EPLG4, LERK4)",cell membrane,cell membrane
CDB25:0003527,Epha1 Efna5,Epha1,Efna5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha1%20Efna5-based-on-Pubmed-ID-22568954-in-rat,"Epha1 (RH141119, UniSTS:495879, LOC312279)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:1304680,RGD:620391,ENSRNOG00000017525,ENSRNOG00000034177,"EPHA1 (EPHT, EPHT1, EPH)","EFNA5 (EPLG7, AF1, LERK7)",cell membrane,cell membrane
CDB25:0003528,Epha10 Efna1,Epha10,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha10%20Efna1-based-on-Pubmed-ID-15777695-in-rat,"Epha10 (34.MMHAP10FRD10.seq, RH137663, LOC298528, RGD1562679)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:1562679,RGD:620388,ENSRNOG00000037340,ENSRNOG00000020573,"EPHA10 (FLJ16103, FLJ33655)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)","secreted, cell membrane",cell membrane
CDB25:0003529,Epha10 Efna2,Epha10,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha10%20Efna2-based-on-Pubmed-ID-15777695-in-rat,"Epha10 (34.MMHAP10FRD10.seq, RH137663, LOC298528, RGD1562679)",Efna2 (LOC314624),RGD:1562679,RGD:620389,ENSRNOG00000037340,ENSRNOG00000016203,"EPHA10 (FLJ16103, FLJ33655)","EFNA2 (EPLG6, ELF-1, LERK6)","secreted, cell membrane",cell membrane
CDB25:0003530,Epha10 Efna3,Epha10,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha10%20Efna3-based-on-Pubmed-ID-15777695-in-rat,"Epha10 (34.MMHAP10FRD10.seq, RH137663, LOC298528, RGD1562679)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:1562679,RGD:620390,ENSRNOG00000037340,ENSRNOG00000057322,"EPHA10 (FLJ16103, FLJ33655)","EFNA3 (EPLG3, LERK3, Ehk1-L)","secreted, cell membrane",cell membrane
CDB25:0003531,Epha10 Efna4,Epha10,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha10%20Efna4-based-on-Pubmed-ID-15777695-in-rat,"Epha10 (34.MMHAP10FRD10.seq, RH137663, LOC298528, RGD1562679)","Efna4 (RH139781, LOC310643)",RGD:1562679,RGD:1307808,ENSRNOG00000037340,ENSRNOG00000020588,"EPHA10 (FLJ16103, FLJ33655)","EFNA4 (EPLG4, LERK4)","secreted, cell membrane",cell membrane
CDB25:0003532,Epha10 Efna5,Epha10,Efna5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha10%20Efna5-based-on-Pubmed-ID-15777695-in-rat,"Epha10 (34.MMHAP10FRD10.seq, RH137663, LOC298528, RGD1562679)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:1562679,RGD:620391,ENSRNOG00000037340,ENSRNOG00000034177,"EPHA10 (FLJ16103, FLJ33655)","EFNA5 (EPLG7, AF1, LERK7)","secreted, cell membrane",cell membrane
CDB25:0003533,Epha2 Efna1,Epha2,Efna1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha2%20Efna1-based-on-Pubmed-ID-15777695,%2022568954-in-rat","Epha2 (AW545284, BQ200164, D5Got100, D5Got263, D5Uwm47, Epha2, RH133479, LOC366492)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:1307204,RGD:620388,ENSRNOG00000009222,ENSRNOG00000020573,EPHA2 (ECK),"EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003534,Epha2 Efna2,Epha2,Efna2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha2%20Efna2-based-on-Pubmed-ID-15777695,%2022568954-in-rat","Epha2 (AW545284, BQ200164, D5Got100, D5Got263, D5Uwm47, Epha2, RH133479, LOC366492)",Efna2 (LOC314624),RGD:1307204,RGD:620389,ENSRNOG00000009222,ENSRNOG00000016203,EPHA2 (ECK),"EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003535,Epha2 Efna3,Epha2,Efna3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha2%20Efna3-based-on-Pubmed-ID-15777695,%2022568954-in-rat","Epha2 (AW545284, BQ200164, D5Got100, D5Got263, D5Uwm47, Epha2, RH133479, LOC366492)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:1307204,RGD:620390,ENSRNOG00000009222,ENSRNOG00000057322,EPHA2 (ECK),"EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
CDB25:0003536,Epha2 Efna4,Epha2,Efna4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha2%20Efna4-based-on-Pubmed-ID-15777695,%2022568954-in-rat","Epha2 (AW545284, BQ200164, D5Got100, D5Got263, D5Uwm47, Epha2, RH133479, LOC366492)","Efna4 (RH139781, LOC310643)",RGD:1307204,RGD:1307808,ENSRNOG00000009222,ENSRNOG00000020588,EPHA2 (ECK),"EFNA4 (EPLG4, LERK4)",cell membrane,cell membrane
CDB25:0003537,Epha2 Efna5,Epha2,Efna5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha2%20Efna5-based-on-Pubmed-ID-15777695,%2022568954-in-rat","Epha2 (AW545284, BQ200164, D5Got100, D5Got263, D5Uwm47, Epha2, RH133479, LOC366492)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:1307204,RGD:620391,ENSRNOG00000009222,ENSRNOG00000034177,EPHA2 (ECK),"EFNA5 (EPLG7, AF1, LERK7)",cell membrane,cell membrane
CDB25:0003538,Epha3 Efna1,Epha3,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha3%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha3 (Epha3, UniSTS:498373, EK4, rEK4)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:68389,RGD:620388,ENSRNOG00000030285,ENSRNOG00000020573,"EPHA3 (ETK, ETK1, TYRO4, HEK, HEK4)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)","secreted, cell membrane",cell membrane
CDB25:0003539,Epha3 Efna2,Epha3,Efna2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha3%20Efna2-based-on-Pubmed-ID-10958785,%2022568954-in-rat","Epha3 (Epha3, UniSTS:498373, EK4, rEK4)",Efna2 (LOC314624),RGD:68389,RGD:620389,ENSRNOG00000030285,ENSRNOG00000016203,"EPHA3 (ETK, ETK1, TYRO4, HEK, HEK4)","EFNA2 (EPLG6, ELF-1, LERK6)","secreted, cell membrane",cell membrane
CDB25:0003540,Epha3 Efna3,Epha3,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha3%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha3 (Epha3, UniSTS:498373, EK4, rEK4)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:68389,RGD:620390,ENSRNOG00000030285,ENSRNOG00000057322,"EPHA3 (ETK, ETK1, TYRO4, HEK, HEK4)","EFNA3 (EPLG3, LERK3, Ehk1-L)","secreted, cell membrane",cell membrane
CDB25:0003541,Epha3 Efna4,Epha3,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha3%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha3 (Epha3, UniSTS:498373, EK4, rEK4)","Efna4 (RH139781, LOC310643)",RGD:68389,RGD:1307808,ENSRNOG00000030285,ENSRNOG00000020588,"EPHA3 (ETK, ETK1, TYRO4, HEK, HEK4)","EFNA4 (EPLG4, LERK4)","secreted, cell membrane",cell membrane
CDB25:0003542,Epha3 Efna5,Epha3,Efna5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha3%20Efna5-based-on-Pubmed-ID-22568954,%2025993310-in-rat","Epha3 (Epha3, UniSTS:498373, EK4, rEK4)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:68389,RGD:620391,ENSRNOG00000030285,ENSRNOG00000034177,"EPHA3 (ETK, ETK1, TYRO4, HEK, HEK4)","EFNA5 (EPLG7, AF1, LERK7)","secreted, cell membrane",cell membrane
CDB25:0003543,Epha4 Efna1,Epha4,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:1560587,RGD:620388,ENSRNOG00000013213,ENSRNOG00000020573,"EPHA4 (TYRO1, Hek8)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003544,Epha4 Efna2,Epha4,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)",Efna2 (LOC314624),RGD:1560587,RGD:620389,ENSRNOG00000013213,ENSRNOG00000016203,"EPHA4 (TYRO1, Hek8)","EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003545,Epha4 Efna3,Epha4,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:1560587,RGD:620390,ENSRNOG00000013213,ENSRNOG00000057322,"EPHA4 (TYRO1, Hek8)","EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
CDB25:0003546,Epha4 Efna4,Epha4,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efna4 (RH139781, LOC310643)",RGD:1560587,RGD:1307808,ENSRNOG00000013213,ENSRNOG00000020588,"EPHA4 (TYRO1, Hek8)","EFNA4 (EPLG4, LERK4)",cell membrane,cell membrane
CDB25:0003547,Epha4 Efna5,Epha4,Efna5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efna5-based-on-Pubmed-ID-22568954,%2023959867-in-rat","Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:1560587,RGD:620391,ENSRNOG00000013213,ENSRNOG00000034177,"EPHA4 (TYRO1, Hek8)","EFNA5 (EPLG7, AF1, LERK7)",cell membrane,cell membrane
CDB25:0003548,Epha4 Efnb2,Epha4,Efnb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efnb2-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efnb2 (BE098957, Efnb2, RH143318, LOC306636)",RGD:1560587,RGD:1309497,ENSRNOG00000013213,ENSRNOG00000078208,"EPHA4 (TYRO1, Hek8)","EFNB2 (EPLG5, LERK5, Htk-L, HTKL, MGC126226, MGC126227, MGC126228)",cell membrane,cell membrane
CDB25:0003549,Epha4 Efnb3,Epha4,Efnb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha4%20Efnb3-based-on-Pubmed-ID-22568954-in-rat,"Epha4 (BE116570, BM389593, D9Got102, D9Mco36, D9Mco37, D9Mco4, D9Mco7, D9Mco87, MARC_49122-49123:1117732036:1, PMC23772P1, RH143200, LOC316539, RGD1560587)","Efnb3 (Efnb3, ELK-L3, LOC360546, RGD1565678)",RGD:1560587,RGD:2541,ENSRNOG00000013213,ENSRNOG00000010320,"EPHA4 (TYRO1, Hek8)","EFNB3 (EPLG8, LERK-8)",cell membrane,cell membrane
CDB25:0003550,Epha5 Efna1,Epha5,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha5%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha5 (AW531504, BE110064, D14Hmgc6, RH131857, UniSTS:266988, UniSTS:495883, EHK-1, Els1, Els1.)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:620831,RGD:620388,ENSRNOG00000002024,ENSRNOG00000020573,"EPHA5 (Hek7, TYRO4, CEK7, EHK1)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003551,Epha5 Efna2,Epha5,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha5%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha5 (AW531504, BE110064, D14Hmgc6, RH131857, UniSTS:266988, UniSTS:495883, EHK-1, Els1, Els1.)",Efna2 (LOC314624),RGD:620831,RGD:620389,ENSRNOG00000002024,ENSRNOG00000016203,"EPHA5 (Hek7, TYRO4, CEK7, EHK1)","EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003552,Epha5 Efna3,Epha5,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha5%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha5 (AW531504, BE110064, D14Hmgc6, RH131857, UniSTS:266988, UniSTS:495883, EHK-1, Els1, Els1.)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:620831,RGD:620390,ENSRNOG00000002024,ENSRNOG00000057322,"EPHA5 (Hek7, TYRO4, CEK7, EHK1)","EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
CDB25:0003553,Epha5 Efna4,Epha5,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha5%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha5 (AW531504, BE110064, D14Hmgc6, RH131857, UniSTS:266988, UniSTS:495883, EHK-1, Els1, Els1.)","Efna4 (RH139781, LOC310643)",RGD:620831,RGD:1307808,ENSRNOG00000002024,ENSRNOG00000020588,"EPHA5 (Hek7, TYRO4, CEK7, EHK1)","EFNA4 (EPLG4, LERK4)",cell membrane,cell membrane
CDB25:0003554,Epha5 Efna5,Epha5,Efna5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha5%20Efna5-based-on-Pubmed-ID-22568954-in-rat,"Epha5 (AW531504, BE110064, D14Hmgc6, RH131857, UniSTS:266988, UniSTS:495883, EHK-1, Els1, Els1.)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:620831,RGD:620391,ENSRNOG00000002024,ENSRNOG00000034177,"EPHA5 (Hek7, TYRO4, CEK7, EHK1)","EFNA5 (EPLG7, AF1, LERK7)",cell membrane,cell membrane
CDB25:0003555,Epha6 Efna1,Epha6,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha6%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha6 (AU049238, BF415441, D11Got84, D11Rat85, RH144116, RH144183, mMECIR525, AABR07033882.1, EHK-2, Ehk2)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:1304614,RGD:620388,ENSRNOG00000029184,ENSRNOG00000020573,EPHA6 (FLJ35246),"EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003556,Epha6 Efna2,Epha6,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha6%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha6 (AU049238, BF415441, D11Got84, D11Rat85, RH144116, RH144183, mMECIR525, AABR07033882.1, EHK-2, Ehk2)",Efna2 (LOC314624),RGD:1304614,RGD:620389,ENSRNOG00000029184,ENSRNOG00000016203,EPHA6 (FLJ35246),"EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003557,Epha6 Efna3,Epha6,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha6%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha6 (AU049238, BF415441, D11Got84, D11Rat85, RH144116, RH144183, mMECIR525, AABR07033882.1, EHK-2, Ehk2)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:1304614,RGD:620390,ENSRNOG00000029184,ENSRNOG00000057322,EPHA6 (FLJ35246),"EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
CDB25:0003558,Epha6 Efna4,Epha6,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha6%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha6 (AU049238, BF415441, D11Got84, D11Rat85, RH144116, RH144183, mMECIR525, AABR07033882.1, EHK-2, Ehk2)","Efna4 (RH139781, LOC310643)",RGD:1304614,RGD:1307808,ENSRNOG00000029184,ENSRNOG00000020588,EPHA6 (FLJ35246),"EFNA4 (EPLG4, LERK4)",cell membrane,cell membrane
CDB25:0003559,Epha6 Efna5,Epha6,Efna5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha6%20Efna5-based-on-Pubmed-ID-22568954-in-rat,"Epha6 (AU049238, BF415441, D11Got84, D11Rat85, RH144116, RH144183, mMECIR525, AABR07033882.1, EHK-2, Ehk2)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:1304614,RGD:620391,ENSRNOG00000029184,ENSRNOG00000034177,EPHA6 (FLJ35246),"EFNA5 (EPLG7, AF1, LERK7)",cell membrane,cell membrane
CDB25:0003560,Epha7 Efna1,Epha7,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha7%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha7 (RH143595, UniSTS:224539, UniSTS:266990, EHK-3)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:70957,RGD:620388,ENSRNOG00000007030,ENSRNOG00000020573,EPHA7 (Hek11),"EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)","secreted, cell membrane",cell membrane
CDB25:0003561,Epha7 Efna2,Epha7,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha7%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha7 (RH143595, UniSTS:224539, UniSTS:266990, EHK-3)",Efna2 (LOC314624),RGD:70957,RGD:620389,ENSRNOG00000007030,ENSRNOG00000016203,EPHA7 (Hek11),"EFNA2 (EPLG6, ELF-1, LERK6)","secreted, cell membrane",cell membrane
CDB25:0003562,Epha7 Efna3,Epha7,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha7%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha7 (RH143595, UniSTS:224539, UniSTS:266990, EHK-3)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:70957,RGD:620390,ENSRNOG00000007030,ENSRNOG00000057322,EPHA7 (Hek11),"EFNA3 (EPLG3, LERK3, Ehk1-L)","secreted, cell membrane",cell membrane
CDB25:0003563,Epha7 Efna4,Epha7,Efna4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha7%20Efna4-based-on-Pubmed-ID-22568954-in-rat,"Epha7 (RH143595, UniSTS:224539, UniSTS:266990, EHK-3)","Efna4 (RH139781, LOC310643)",RGD:70957,RGD:1307808,ENSRNOG00000007030,ENSRNOG00000020588,EPHA7 (Hek11),"EFNA4 (EPLG4, LERK4)","secreted, cell membrane",cell membrane
CDB25:0003564,Epha7 Efna5,Epha7,Efna5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha7%20Efna5-based-on-Pubmed-ID-22568954,%2022976838-in-rat","Epha7 (RH143595, UniSTS:224539, UniSTS:266990, EHK-3)","Efna5 (D9Got218, EFNA5, RH141288, AL-1, LERK-7, Lerk7)",RGD:70957,RGD:620391,ENSRNOG00000007030,ENSRNOG00000034177,EPHA7 (Hek11),"EFNA5 (EPLG7, AF1, LERK7)","secreted, cell membrane",cell membrane
CDB25:0003565,Epha8 Efna1,Epha8,Efna1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha8%20Efna1-based-on-Pubmed-ID-22568954-in-rat,"Epha8 (AW047546, Epha4, LOC60589)","Efna1 (Efna1, RH128971, B61, LERK-1)",RGD:708543,RGD:620388,ENSRNOG00000013036,ENSRNOG00000020573,"EPHA8 (EEK, Hek3)","EFNA1 (TNFAIP4, EPLG1, LERK1, ECKLG, GMAN)",cell membrane,cell membrane
CDB25:0003566,Epha8 Efna2,Epha8,Efna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha8%20Efna2-based-on-Pubmed-ID-22568954-in-rat,"Epha8 (AW047546, Epha4, LOC60589)",Efna2 (LOC314624),RGD:708543,RGD:620389,ENSRNOG00000013036,ENSRNOG00000016203,"EPHA8 (EEK, Hek3)","EFNA2 (EPLG6, ELF-1, LERK6)",cell membrane,cell membrane
CDB25:0003567,Epha8 Efna3,Epha8,Efna3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-Epha8%20Efna3-based-on-Pubmed-ID-22568954-in-rat,"Epha8 (AW047546, Epha4, LOC60589)","Efna3 (RH138261, UniSTS:234733, UniSTS:546751)",RGD:708543,RGD:620390,ENSRNOG00000013036,ENSRNOG00000057322,"EPHA8 (EEK, Hek3)","EFNA3 (EPLG3, LERK3, Ehk1-L)",cell membrane,cell membrane
