Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB25:0004185,robo2 robo1,robo2,robo1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-robo2%20robo1-based-on-Pubmed-ID-12504588-in-zebrafish,"robo2 (roundabout, axon guidance receptor, homolog 2 (Drosophila), ast), robo2 (roundabout, axon guidance receptor, homolog 2 (Drosophila), astray), robo2 (roundabout, axon guidance receptor, homolog 2 (Drosophila), sb:eu937), robo2 (roundabout, axon guidance receptor, homolog 2 (Drosophila), unp1881), robo2 (roundabout, axon guidance receptor, homolog 2 (Drosophila), zmp:0000000549)",robo1,ZDB-GENE-001019-1,ZDB-GENE-000209-3,ENSDARG00000014891,ENSDARG00000026784,"secreted, cell membrane",cell membrane
CDB25:0004186,robo3 ncam1a,robo3,ncam1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-robo3%20ncam1a-based-on-Pubmed-ID-16226035-in-zebrafish,"robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), cb503), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twi), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twitch twice)","ncam1a (neural cell adhesion molecule 1a, fj56g09), ncam1a (neural cell adhesion molecule 1a, ncam), ncam1a (neural cell adhesion molecule 1a, ncam1), ncam1a (neural cell adhesion molecule 1a, wu:fj56g09), ncam1a (neural cell adhesion molecule 1a, zNCAM)",ZDB-GENE-000209-4,ZDB-GENE-990415-31,ENSDARG00000005645,ENSDARG00000056181,cell membrane,cell membrane
CDB25:0004187,robo3 robo1,robo3,robo1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-robo3%20robo1-based-on-Pubmed-ID-16226035-in-zebrafish,"robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), cb503), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twi), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twitch twice)",robo1,ZDB-GENE-000209-4,ZDB-GENE-000209-3,ENSDARG00000005645,ENSDARG00000026784,cell membrane,cell membrane
CDB25:0004188,robo3 robo3,robo3,robo3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-robo3%20robo3-based-on-Pubmed-ID-16226035-in-zebrafish,"robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), cb503), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twi), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twitch twice)","robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), cb503), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twi), robo3 (roundabout, axon guidance receptor, homolog 3 (Drosophila), twitch twice)",ZDB-GENE-000209-4,ZDB-GENE-000209-4,ENSDARG00000005645,ENSDARG00000005645,cell membrane,cell membrane
CDB25:0004189,rspo1 kremen1,rspo1,kremen1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rspo1%20kremen1-based-on-Pubmed-ID-17804805-in-zebrafish,"rspo1 (R-spondin 1, cb1071), rspo1 (R-spondin 1, fj81e05), rspo1 (R-spondin 1, wu:fj81e05), rspo1 (R-spondin 1, zgc:92153)","kremen1 (kringle containing transmembrane protein 1, krm1), kremen1 (kringle containing transmembrane protein 1, si:ct737139.1), kremen1 (kringle containing transmembrane protein 1, si:dkeyp-7c9.1)",ZDB-GENE-040718-44,ZDB-GENE-070705-262,ENSDARG00000104340,ENSDARG00000062579,secreted,cell membrane
CDB25:0004190,rtn2a rtn4r,rtn2a,rtn4r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn2a%20rtn4r-based-on-Pubmed-ID-17189258-in-zebrafish,"rtn2a (reticulon 2a, rtn2), rtn2a (reticulon 2a, zgc:136255)","rtn4r (reticulon 4 receptor, NgR), rtn4r (reticulon 4 receptor, Nogo-66 receptor)",ZDB-GENE-060420-1,ZDB-GENE-040310-1,ENSDARG00000016088,ENSDARG00000090035,cell membrane,cell membrane
CDB25:0004191,rtn3 rtn4r,rtn3,rtn4r,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn3%20rtn4r-based-on-Pubmed-ID-17189258-in-zebrafish,"rtn3 (reticulon 3, wu:fd60d11), rtn3 (reticulon 3, zgc:56439), rtn3 (reticulon 3, zgc:77630)","rtn4r (reticulon 4 receptor, NgR), rtn4r (reticulon 4 receptor, Nogo-66 receptor)",ZDB-GENE-030710-5,ZDB-GENE-040310-1,ENSDARG00000091348,ENSDARG00000090035,unknown,cell membrane
CDB25:0004192,rtn4r adgrb1a,rtn4r,adgrb1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4r%20adgrb1a-based-on-Pubmed-ID-30477585,%2034758294-in-zebrafish","rtn4r (reticulon 4 receptor, NgR), rtn4r (reticulon 4 receptor, Nogo-66 receptor)","adgrb1a (adhesion G protein-coupled receptor B1a, bai1a), adgrb1a (adhesion G protein-coupled receptor B1a, si:ch211-80e15.1), adgrb1a (adhesion G protein-coupled receptor B1a, wu:fq36h12), adgrb1a (adhesion G protein-coupled receptor B1a, zmp:0000000766)",ZDB-GENE-040310-1,ZDB-GENE-060607-12,ENSDARG00000090035,ENSDARG00000075133,cell membrane,cell membrane
CDB25:0004193,rtn4r adgrb3,rtn4r,adgrb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4r%20adgrb3-based-on-Pubmed-ID-34758294-in-zebrafish,"rtn4r (reticulon 4 receptor, NgR), rtn4r (reticulon 4 receptor, Nogo-66 receptor)","adgrb3 (adhesion G protein-coupled receptor B3, bai3), adgrb3 (adhesion G protein-coupled receptor B3, zgc:163001)",ZDB-GENE-040310-1,ZDB-GENE-070424-99,ENSDARG00000090035,ENSDARG00000059832,cell membrane,cell membrane
CDB25:0004194,rtn4rl1b adgrb1a,rtn4rl1b,adgrb1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4rl1b%20adgrb1a-based-on-Pubmed-ID-30477585,%2034758294-in-zebrafish","rtn4rl1b (reticulon 4 receptor-like 1b, NgRH2a), rtn4rl1b (reticulon 4 receptor-like 1b, rtn4rl1)","adgrb1a (adhesion G protein-coupled receptor B1a, bai1a), adgrb1a (adhesion G protein-coupled receptor B1a, si:ch211-80e15.1), adgrb1a (adhesion G protein-coupled receptor B1a, wu:fq36h12), adgrb1a (adhesion G protein-coupled receptor B1a, zmp:0000000766)",ZDB-GENE-040310-3,ZDB-GENE-060607-12,ENSDARG00000098528,ENSDARG00000075133,cell membrane,cell membrane
CDB25:0004195,rtn4rl1b adgrb3,rtn4rl1b,adgrb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4rl1b%20adgrb3-based-on-Pubmed-ID-34758294-in-zebrafish,"rtn4rl1b (reticulon 4 receptor-like 1b, NgRH2a), rtn4rl1b (reticulon 4 receptor-like 1b, rtn4rl1)","adgrb3 (adhesion G protein-coupled receptor B3, bai3), adgrb3 (adhesion G protein-coupled receptor B3, zgc:163001)",ZDB-GENE-040310-3,ZDB-GENE-070424-99,ENSDARG00000098528,ENSDARG00000059832,cell membrane,cell membrane
CDB25:0004196,rtn4rl2a adgrb1a,rtn4rl2a,adgrb1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4rl2a%20adgrb1a-based-on-Pubmed-ID-30477585,%2034758294-in-zebrafish","rtn4rl2a (reticulon 4 receptor-like 2 a, NgRH1a)","adgrb1a (adhesion G protein-coupled receptor B1a, bai1a), adgrb1a (adhesion G protein-coupled receptor B1a, si:ch211-80e15.1), adgrb1a (adhesion G protein-coupled receptor B1a, wu:fq36h12), adgrb1a (adhesion G protein-coupled receptor B1a, zmp:0000000766)",ZDB-GENE-040310-4,ZDB-GENE-060607-12,ENSDARG00000052012,ENSDARG00000075133,"secreted, cell membrane",cell membrane
CDB25:0004197,rtn4rl2a adgrb3,rtn4rl2a,adgrb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-rtn4rl2a%20adgrb3-based-on-Pubmed-ID-34758294-in-zebrafish,"rtn4rl2a (reticulon 4 receptor-like 2 a, NgRH1a)","adgrb3 (adhesion G protein-coupled receptor B3, bai3), adgrb3 (adhesion G protein-coupled receptor B3, zgc:163001)",ZDB-GENE-040310-4,ZDB-GENE-070424-99,ENSDARG00000052012,ENSDARG00000059832,"secreted, cell membrane",cell membrane
CDB25:0004198,s100a1 bcam,s100a1,bcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a1%20bcam-based-on-Pubmed-ID-29444082-in-zebrafish,s100a1,"bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-040916-1,ZDB-GENE-060929-620,ENSDARG00000015543,ENSDARG00000090190,secreted,cell membrane
CDB25:0004199,s100a1 tlr4ba,s100a1,tlr4ba,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a1%20tlr4ba-based-on-Pubmed-ID-24833748-in-zebrafish,s100a1,"tlr4ba (toll-like receptor 4b, duplicate a, TIR4.1), tlr4ba (toll-like receptor 4b, duplicate a, tlr4a)",ZDB-GENE-040916-1,ZDB-GENE-040219-8,ENSDARG00000015543,ENSDARG00000019742,secreted,cell membrane
CDB25:0004200,s100a10b cftr,s100a10b,cftr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20cftr-based-on-Pubmed-ID-19847291-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","cftr (CF transmembrane conductance regulator, abcc7), cftr (CF transmembrane conductance regulator, si:dkey-270i2.2)",ZDB-GENE-040426-1937,ZDB-GENE-050517-20,ENSDARG00000025254,ENSDARG00000041107,cell membrane,cell membrane
CDB25:0004201,s100a10b htr1b,s100a10b,htr1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20htr1b-based-on-Pubmed-ID-19211900-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","htr1b (5-hydroxytryptamine (serotonin) receptor 1B, zgc:194666), htr1b (5-hydroxytryptamine (serotonin) receptor 1B, zgc:194690)",ZDB-GENE-040426-1937,ZDB-GENE-081022-141,ENSDARG00000025254,ENSDARG00000053987,cell membrane,cell membrane
CDB25:0004202,s100a10b htr1d,s100a10b,htr1d,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20htr1d-based-on-Pubmed-ID-19211900-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","htr1d (5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled, htr1bd)",ZDB-GENE-040426-1937,ZDB-GENE-090409-3,ENSDARG00000025254,ENSDARG00000054124,cell membrane,cell membrane
CDB25:0004203,s100a10b htr4,s100a10b,htr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20htr4-based-on-Pubmed-ID-19211900-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","htr4 (5-hydroxytryptamine receptor 4, si:ch211-228b4.1)",ZDB-GENE-040426-1937,ZDB-GENE-160114-31,ENSDARG00000025254,ENSDARG00000061940,cell membrane,cell membrane
CDB25:0004204,s100a10b cd36,s100a10b,cd36,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20cd36-based-on-Pubmed-ID-27734162-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","cd36 (CD36 molecule (CD36 blood group), zgc:92513)",ZDB-GENE-040426-1937,ZDB-GENE-040718-55,ENSDARG00000025254,ENSDARG00000032639,"secreted, cell membrane",cell membrane
CDB25:0004205,s100a10b tlr4ba,s100a10b,tlr4ba,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10b%20tlr4ba-based-on-Pubmed-ID-23611140-in-zebrafish,"s100a10b (S100 calcium binding protein A10b, hm:zehn1116), s100a10b (S100 calcium binding protein A10b, wu:fa94d11), s100a10b (S100 calcium binding protein A10b, wu:fb05h04), s100a10b (S100 calcium binding protein A10b, zgc:56142)","tlr4ba (toll-like receptor 4b, duplicate a, TIR4.1), tlr4ba (toll-like receptor 4b, duplicate a, tlr4a)",ZDB-GENE-040426-1937,ZDB-GENE-040219-8,ENSDARG00000025254,ENSDARG00000019742,"secreted, cell membrane",cell membrane
CDB25:0004206,icn bcam,icn,bcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20bcam-based-on-Pubmed-ID-16948116-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-030131-8599,ZDB-GENE-060929-620,ENSDARG00000009978,ENSDARG00000090190,secreted,cell membrane
CDB25:0004207,icn anxa2b,icn,anxa2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20anxa2b-based-on-Pubmed-ID-15788416,%2028669632-in-zebrafish","icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","anxa2b (annexin A2b, wu:fb59b10), anxa2b (annexin A2b, zgc:92492)",ZDB-GENE-030131-8599,ZDB-GENE-030131-1089,ENSDARG00000009978,ENSDARG00000053625,secreted,cell membrane
CDB25:0004208,icn ccr11.1,icn,ccr11.1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20ccr11.1-based-on-Pubmed-ID-30713770-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","ccr11.1 (chemokine (C-C motif) receptor 11.1, CCR11aa), ccr11.1 (chemokine (C-C motif) receptor 11.1, chemokine (C-X3-C motif) receptor 1, like), ccr11.1 (chemokine (C-C motif) receptor 11.1, cx3cr1l), ccr11.1 (chemokine (C-C motif) receptor 11.1, dr-chr21-CX3CR1-40.7%-EK41814), ccr11.1 (chemokine (C-C motif) receptor 11.1, zfCCR2-1)",ZDB-GENE-030131-8599,ZDB-GENE-070302-5,ENSDARG00000009978,ENSDARG00000070755,secreted,cell membrane
CDB25:0004209,icn cxcr3.1,icn,cxcr3.1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20cxcr3.1-based-on-Pubmed-ID-30713770-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","cxcr3.1 (chemokine (C-X-C motif) receptor 3, tandem duplicate 1, CXCR3ab), cxcr3.1 (chemokine (C-X-C motif) receptor 3, tandem duplicate 1, dr-chr16-CXCR3-41.8-EK27498), cxcr3.1 (chemokine (C-X-C motif) receptor 3, tandem duplicate 1, sb:eu378)",ZDB-GENE-030131-8599,ZDB-GENE-060130-38,ENSDARG00000009978,ENSDARG00000007358,secreted,cell membrane
CDB25:0004210,icn egfra,icn,egfra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20egfra-based-on-Pubmed-ID-30083275-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","egfra (epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian), egfr), egfra (epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian), erbb1a)",ZDB-GENE-030131-8599,ZDB-GENE-030918-1,ENSDARG00000009978,ENSDARG00000013847,secreted,cell membrane
CDB25:0004211,icn emb,icn,emb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20emb-based-on-Pubmed-ID-30041429-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","emb (embigin, si:ch211-261c8.5)",ZDB-GENE-030131-8599,ZDB-GENE-070705-158,ENSDARG00000009978,ENSDARG00000059485,secreted,cell membrane
CDB25:0004212,icn erbb3a,icn,erbb3a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20erbb3a-based-on-Pubmed-ID-30083275-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","erbb3a (erb-b2 receptor tyrosine kinase 3a, erbb3), erbb3a (erb-b2 receptor tyrosine kinase 3a, im:7148890), erbb3a (erb-b2 receptor tyrosine kinase 3a, si:dz150i12.1)",ZDB-GENE-030131-8599,ZDB-GENE-030916-3,ENSDARG00000009978,ENSDARG00000006202,secreted,cell membrane
CDB25:0004213,icn erbb4b,icn,erbb4b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20erbb4b-based-on-Pubmed-ID-30083275-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","erbb4b (erb-b2 receptor tyrosine kinase 4b, erbb4l), erbb4b (erb-b2 receptor tyrosine kinase 4b, si:dkeyp-52f4.1), erbb4b (erb-b2 receptor tyrosine kinase 4b, zmp:0000000963)",ZDB-GENE-030131-8599,ZDB-GENE-030918-5,ENSDARG00000009978,ENSDARG00000089536,secreted,cell membrane
CDB25:0004214,icn tlr4ba,icn,tlr4ba,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icn%20tlr4ba-based-on-Pubmed-ID-24643522-in-zebrafish,"icn (ictacalcin, fa91d07), icn (ictacalcin, mg:cb02f02), icn (ictacalcin, s100a4a), icn (ictacalcin, s100i1), icn (ictacalcin, wu:fa91d07)","tlr4ba (toll-like receptor 4b, duplicate a, TIR4.1), tlr4ba (toll-like receptor 4b, duplicate a, tlr4a)",ZDB-GENE-030131-8599,ZDB-GENE-040219-8,ENSDARG00000009978,ENSDARG00000019742,secreted,cell membrane
CDB25:0004215,s100a10a bcam,s100a10a,bcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100a10a%20bcam-based-on-Pubmed-ID-22783409-in-zebrafish,"s100a10a (S100 calcium binding protein A10a, zgc:101880)","bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-041010-35,ZDB-GENE-060929-620,ENSDARG00000037425,ENSDARG00000090190,secreted,cell membrane
CDB25:0004216,s100s bcam,s100s,bcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20bcam-based-on-Pubmed-ID-28504650-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-040822-31,ZDB-GENE-060929-620,ENSDARG00000036773,ENSDARG00000090190,"secreted, cell membrane",cell membrane
CDB25:0004217,s100s alcama,s100s,alcama,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20alcama-based-on-Pubmed-ID-27151304-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","alcama (activated leukocyte cell adhesion molecule a, alcam), alcama (activated leukocyte cell adhesion molecule a, cd166), alcama (activated leukocyte cell adhesion molecule a, DM-GRASP), alcama (activated leukocyte cell adhesion molecule a, neurolin), alcama (activated leukocyte cell adhesion molecule a, neurolin-a), alcama (activated leukocyte cell adhesion molecule a, zn5 / zn-5 antigen), alcama (activated leukocyte cell adhesion molecule a, zn8 / zn-8 antigen)",ZDB-GENE-040822-31,ZDB-GENE-990415-30,ENSDARG00000036773,ENSDARG00000026531,"secreted, cell membrane",cell membrane
CDB25:0004218,s100s cd36,s100s,cd36,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20cd36-based-on-Pubmed-ID-11141076-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","cd36 (CD36 molecule (CD36 blood group), zgc:92513)",ZDB-GENE-040822-31,ZDB-GENE-040718-55,ENSDARG00000036773,ENSDARG00000032639,"secreted, cell membrane",cell membrane
CDB25:0004219,s100s cd68,s100s,cd68,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20cd68-based-on-Pubmed-ID-27312849-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","cd68 (CD68 molecule, fb66f03), cd68 (CD68 molecule, si:ch211-212k18.7), cd68 (CD68 molecule, wu:fb66f03)",ZDB-GENE-040822-31,ZDB-GENE-030131-1312,ENSDARG00000036773,ENSDARG00000055504,"secreted, cell membrane",cell membrane
CDB25:0004221,s100s ly86,s100s,ly86,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20ly86-based-on-Pubmed-ID-17767165-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","ly86 (lymphocyte antigen 86, Md1)",ZDB-GENE-040822-31,ZDB-GENE-150709-1,ENSDARG00000036773,ENSDARG00000090649,"secreted, cell membrane",cell membrane
CDB25:0004222,s100s mcamb,s100s,mcamb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20mcamb-based-on-Pubmed-ID-27151304-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","mcamb (melanoma cell adhesion molecule b, cd146), mcamb (melanoma cell adhesion molecule b, gicerin), mcamb (melanoma cell adhesion molecule b, id:ibd3512), mcamb (melanoma cell adhesion molecule b, mcam)",ZDB-GENE-040822-31,ZDB-GENE-030219-213,ENSDARG00000036773,ENSDARG00000005368,"secreted, cell membrane",cell membrane
CDB25:0004223,s100s nptnb,s100s,nptnb,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20nptnb-based-on-Pubmed-ID-27388991-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","nptnb (neuroplastin b, nptn), nptnb (neuroplastin b, zgc:77326)",ZDB-GENE-040822-31,ZDB-GENE-040426-1821,ENSDARG00000036773,ENSDARG00000043864,"secreted, cell membrane",cell membrane
CDB25:0004224,s100s tlr2,s100s,tlr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20tlr2-based-on-Pubmed-ID-26329314-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","tlr2 (toll-like receptor 2, TIR2)",ZDB-GENE-040822-31,ZDB-GENE-040219-6,ENSDARG00000036773,ENSDARG00000037758,"secreted, cell membrane",cell membrane
CDB25:0004225,s100s bcam,s100s,bcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20bcam-based-on-Pubmed-ID-28504650-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","bcam (basal cell adhesion molecule (Lutheran blood group), LU), bcam (basal cell adhesion molecule (Lutheran blood group), zgc:154034)",ZDB-GENE-040822-31,ZDB-GENE-060929-620,ENSDARG00000036773,ENSDARG00000090190,"secreted, cell membrane",cell membrane
CDB25:0004226,s100s alcama,s100s,alcama,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20alcama-based-on-Pubmed-ID-27151304-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","alcama (activated leukocyte cell adhesion molecule a, alcam), alcama (activated leukocyte cell adhesion molecule a, cd166), alcama (activated leukocyte cell adhesion molecule a, DM-GRASP), alcama (activated leukocyte cell adhesion molecule a, neurolin), alcama (activated leukocyte cell adhesion molecule a, neurolin-a), alcama (activated leukocyte cell adhesion molecule a, zn5 / zn-5 antigen), alcama (activated leukocyte cell adhesion molecule a, zn8 / zn-8 antigen)",ZDB-GENE-040822-31,ZDB-GENE-990415-30,ENSDARG00000036773,ENSDARG00000026531,"secreted, cell membrane",cell membrane
CDB25:0004227,s100s bsg,s100s,bsg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20bsg-based-on-Pubmed-ID-27388991-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)","bsg (basigin, 5A11/Basigin-2), bsg (basigin, cd147), bsg (basigin, wu:fb26a05), bsg (basigin, wu:fo98e12)",ZDB-GENE-040822-31,ZDB-GENE-030131-9638,ENSDARG00000036773,ENSDARG00000019881,"secreted, cell membrane",cell membrane
CDB25:0004229,s100s bckdhbl,s100s,bckdhbl,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-s100s%20bckdhbl-based-on-Pubmed-ID-24216507-in-zebrafish,"s100s (S100 calcium binding protein S, zgc:91995)",bckdhbl,ZDB-GENE-040822-31,ZDB-GENE-060830-1,ENSDARG00000036773,ENSDARG00000093569,"secreted, cell membrane",cell membrane
