Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB25:0003993,nptx2 nptxr,nptx2,nptxr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nptx2%20nptxr-based-on-Pubmed-ID-30833544,%209261167-in-frog","nptx2 (narp, np-ii, np2)",nptxr (npr),XB-GENE-998773,XB-GENE-983806,ENSXETG00000024035,ENSXETG00000006906,NPTX2,NPTXR,secreted,cell membrane
CDB25:0003994,npy gpr83,npy,gpr83,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-npy%20gpr83-based-on-Pubmed-ID-17240481-in-frog,"npy (prepronpy, xnpy, neuropeptide Y, pyy4, npy-a, npy-b)",gpr83 (LOC100486806),XB-GENE-942358,XB-GENE-993677,ENSXETG00000030650,ENSXETG00000041824,NPY (PYY4),GPR83 (GPR72),secreted,cell membrane
CDB25:0003995,nrcam cntn2,nrcam,cntn2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrcam%20cntn2-based-on-Pubmed-ID-1720120-in-frog,nrcam (KIAA0343),cntn2 (LOC108708146),XB-GENE-489769,XB-GENE-6070188,ENSXETG00000015769,ENSXETG00000015325,"NRCAM (KIAA0343, Bravo)","CNTN2 (TAX, AXT, TAG-1, TAX1)","secreted, cell membrane",cell membrane
CDB25:0003996,nrcam nfasc,nrcam,nfasc,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrcam%20nfasc-based-on-Pubmed-ID-11728309-in-frog,nrcam (KIAA0343),nfasc,XB-GENE-489769,XB-GENE-922969,ENSXETG00000015769,ENSXETG00000004390,"NRCAM (KIAA0343, Bravo)","NFASC (NRCAML, KIAA0756, FLJ46866, NF)","secreted, cell membrane",cell membrane
CDB25:0003997,nrg1 itga6,nrg1,itga6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg1%20itga6-based-on-Pubmed-ID-20682778-in-frog,"nrg1 (heregulin, heregulin-alpha, LOC108712234)",itga6,XB-GENE-1011451,XB-GENE-489982,ENSXETG00000035575,ENSXETG00000007527,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)","secreted, cell membrane",cell membrane
CDB25:0003998,nrg1 itgav,nrg1,itgav,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg1%20itgav-based-on-Pubmed-ID-20682778-in-frog,"nrg1 (heregulin, heregulin-alpha, LOC108712234)","itgav (itgav-b, itgav-a)",XB-GENE-1011451,XB-GENE-488969,ENSXETG00000035575,ENSXETG00000013317,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB25:0003999,nrg1 itgb3,nrg1,itgb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg1%20itgb3-based-on-Pubmed-ID-20682778-in-frog,"nrg1 (heregulin, heregulin-alpha, LOC108712234)","itgb3 (cd61, gp3a)",XB-GENE-1011451,XB-GENE-1009964,ENSXETG00000035575,ENSXETG00000019163,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ITGB3 (GP3A, CD61, GPIIIa)","secreted, cell membrane",cell membrane
CDB25:0004000,nrg1 itgb4,nrg1,itgb4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg1%20itgb4-based-on-Pubmed-ID-20682778-in-frog,"nrg1 (heregulin, heregulin-alpha, LOC108712234)",itgb4,XB-GENE-1011451,XB-GENE-1013662,ENSXETG00000035575,ENSXETG00000012556,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)",ITGB4 (CD104),"secreted, cell membrane",cell membrane
CDB25:0004001,nrg3 egfr,nrg3,egfr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg3%20egfr-based-on-Pubmed-ID-9772300-in-frog,"nrg3 (LOC108695799, LOC108703350)","egfr (erbb, erbb1, her1, XEgfr)",XB-GENE-984146,XB-GENE-6067152,ENSXETG00000005637,ENSXETG00000015826,NRG3,"EGFR (ERBB, ERBB1, ERRP)","secreted, cell membrane",cell membrane
CDB25:0004002,nrg3 erbb2,nrg3,erbb2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg3%20erbb2-based-on-Pubmed-ID-9772300-in-frog,"nrg3 (LOC108695799, LOC108703350)","erbb2 (XerbB2, LOC108702492)",XB-GENE-984146,XB-GENE-5938588,ENSXETG00000005637,ENSXETG00000015145,NRG3,"ERBB2 (NGL, NEU, HER-2, CD340, HER2, c-ERB2, c-ERB-2, MLN-19, p185(erbB2))","secreted, cell membrane",cell membrane
CDB25:0004003,nrg3 erbb3,nrg3,erbb3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrg3%20erbb3-based-on-Pubmed-ID-9772300-in-frog,"nrg3 (LOC108695799, LOC108703350)","erbb3 (XErbB3, HER3)",XB-GENE-984146,XB-GENE-853369,ENSXETG00000005637,ENSXETG00000009463,NRG3,"ERBB3 (LCCS2, HER3)","secreted, cell membrane",cell membrane
CDB25:0004004,nrn1 cd36,nrn1,cd36,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrn1%20cd36-based-on-Pubmed-ID-36178190-in-frog,"nrn1 (cpg15, neuritin, nrn, nrn1-b, nrn1-a)",cd36,XB-GENE-988298,XB-GENE-493679,ENSXETG00000048603,ENSXETG00000007876,NRN1 (NRN),"CD36 (SCARB3, GPIV, FAT, GP4, GP3B, GPIIIB)","secreted, cell membrane",cell membrane
CDB25:0004005,nrp1 nrp1,nrp1,nrp1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrp1%20nrp1-based-on-Pubmed-ID-15695515-in-frog,"nrp1 (A5 antigen, np-1, neuropilin-1, nrp, npn-1, nrp-1, neuropilin, pNPG152, LOC108718763)","nrp1 (A5 antigen, np-1, neuropilin-1, nrp, npn-1, nrp-1, neuropilin, pNPG152, LOC108718763)",XB-GENE-480688,XB-GENE-480688,ENSXETG00000012629,ENSXETG00000012629,"NRP1 (NRP, VEGF165R, CD304)","NRP1 (NRP, VEGF165R, CD304)","secreted, cell membrane",cell membrane
CDB25:0004006,nrtn sdc3,nrtn,sdc3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrtn%20sdc3-based-on-Pubmed-ID-21200028-in-frog,"nrtn (LOC108712727, LOC108706858)","sdc3 (N-syndecan, Xsyn-3)",XB-GENE-22068802,XB-GENE-490747,ENSXETG00000036233,ENSXETG00000007104,NRTN (NTN),"SDC3 (N-syndecan, SYND3)",secreted,cell membrane
CDB25:0004007,nrxn1 adgrl1,nrxn1,adgrl1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20adgrl1-based-on-Pubmed-ID-22262843-in-frog,"nrxn1 (LOC108716082, LOC108717747)","adgrl1 (lphn1, latrophilin 1, LOC108712655)",XB-GENE-952913,XB-GENE-1012006,ENSXETG00000018835,ENSXETG00000022840,"NRXN1 (KIAA0578, Hs.22998)","ADGRL1 (LPHN1, KIAA0821, CIRL1, LEC2)",cell membrane,cell membrane
CDB25:0004008,nrxn1 cbln1,nrxn1,cbln1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20cbln1-based-on-Pubmed-ID-20537373-in-frog,"nrxn1 (LOC108716082, LOC108717747)",cbln1 (LOC108715356),XB-GENE-952913,XB-GENE-978378,ENSXETG00000018835,ENSXETG00000012950,"NRXN1 (KIAA0578, Hs.22998)",CBLN1,cell membrane,cell membrane
CDB25:0004009,nrxn1 clstn3,nrxn1,clstn3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20clstn3-based-on-Pubmed-ID-32434929-in-frog,"nrxn1 (LOC108716082, LOC108717747)","clstn3 (cstn3, cdhr14, alcbeta)",XB-GENE-952913,XB-GENE-5757720,ENSXETG00000018835,ENSXETG00000023916,"NRXN1 (KIAA0578, Hs.22998)","CLSTN3 (CSTN3, KIAA0726, CDHR14)",cell membrane,cell membrane
CDB25:0004010,nrxn1 dag1,nrxn1,dag1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20dag1-based-on-Pubmed-ID-11470830-in-frog,"nrxn1 (LOC108716082, LOC108717747)","dag1 (nos1, xcat-2, xnos1, xcat2)",XB-GENE-952913,XB-GENE-868377,ENSXETG00000018835,ENSXETG00000005928,"NRXN1 (KIAA0578, Hs.22998)","DAG1 (A3a, 156DAG, AGRNR, DAG)",cell membrane,cell membrane
CDB25:0004011,nrxn1 lrrtm1,nrxn1,lrrtm1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20lrrtm1-based-on-Pubmed-ID-20519524-in-frog,"nrxn1 (LOC108716082, LOC108717747)",lrrtm1,XB-GENE-952913,XB-GENE-966481,ENSXETG00000018835,ENSXETG00000023958,"NRXN1 (KIAA0578, Hs.22998)",LRRTM1 (FLJ32082),cell membrane,cell membrane
CDB25:0004012,nrxn1 ctnna2,nrxn1,ctnna2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20ctnna2-based-on-Pubmed-ID-20064387,%2039394199-in-frog","nrxn1 (LOC108716082, LOC108717747)",ctnna2 (LOC108706501),XB-GENE-952913,XB-GENE-5955201,ENSXETG00000018835,ENSXETG00000040099,"NRXN1 (KIAA0578, Hs.22998)",LRRTM2 (KIAA0416),cell membrane,cell membrane
CDB25:0004013,nrxn1 lrrtm3,nrxn1,lrrtm3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20lrrtm3-based-on-Pubmed-ID-26776509-in-frog,"nrxn1 (LOC108716082, LOC108717747)",lrrtm3 (LOC108697452),XB-GENE-952913,XB-GENE-954494,ENSXETG00000018835,ENSXETG00000032214,"NRXN1 (KIAA0578, Hs.22998)",LRRTM3,cell membrane,cell membrane
CDB25:0004014,nrxn1 lrrtm4,nrxn1,lrrtm4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20lrrtm4-based-on-Pubmed-ID-20064387,%2023911103,%2031995730-in-frog","nrxn1 (LOC108716082, LOC108717747)","lrrtm4 (LOC108711553, LOC108712291)",XB-GENE-952913,XB-GENE-949702,ENSXETG00000018835,ENSXETG00000033760,"NRXN1 (KIAA0578, Hs.22998)",LRRTM4 (FLJ12568),cell membrane,cell membrane
CDB25:0004015,nrxn1 nlgn1,nrxn1,nlgn1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20nlgn1-based-on-Pubmed-ID-9325340-in-frog,"nrxn1 (LOC108716082, LOC108717747)","nlgn1 (LOC108716206, LOC108717452, neuroligin-1)",XB-GENE-952913,XB-GENE-6041753,ENSXETG00000018835,ENSXETG00000001525,"NRXN1 (KIAA0578, Hs.22998)","NLGN1 (KIAA1070, NLG1)",cell membrane,cell membrane
CDB25:0004016,nrxn1 nlgn2,nrxn1,nlgn2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20nlgn2-based-on-Pubmed-ID-17042500-in-frog,"nrxn1 (LOC108716082, LOC108717747)",nlgn2 (neuroligin 2),XB-GENE-952913,XB-GENE-6034906,ENSXETG00000018835,ENSXETG00000044356,"NRXN1 (KIAA0578, Hs.22998)",NLGN2 (KIAA1366),cell membrane,cell membrane
CDB25:0004017,nrxn1 nlgn3,nrxn1,nlgn3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn1%20nlgn3-based-on-Pubmed-ID-17042500,%2033758193-in-frog","nrxn1 (LOC108716082, LOC108717747)",nlgn3 (hnl3),XB-GENE-952913,XB-GENE-977261,ENSXETG00000018835,ENSXETG00000020891,"NRXN1 (KIAA0578, Hs.22998)","NLGN3 (HNL3, KIAA1480, ASPGX1, AUTSX1)",cell membrane,cell membrane
CDB25:0004018,nrxn2 clstn3,nrxn2,clstn3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn2%20clstn3-based-on-Pubmed-ID-32434929-in-frog,"nrxn2 (LOC108713967, LOC108715117)","clstn3 (cstn3, cdhr14, alcbeta)",XB-GENE-6039577,XB-GENE-5757720,ENSXETG00000015575,ENSXETG00000023916,NRXN2,"CLSTN3 (CSTN3, KIAA0726, CDHR14)",cell membrane,cell membrane
CDB25:0004019,nrxn2 dag1,nrxn2,dag1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn2%20dag1-based-on-Pubmed-ID-11470830-in-frog,"nrxn2 (LOC108713967, LOC108715117)","dag1 (nos1, xcat-2, xnos1, xcat2)",XB-GENE-6039577,XB-GENE-868377,ENSXETG00000015575,ENSXETG00000005928,NRXN2,"DAG1 (A3a, 156DAG, AGRNR, DAG)",cell membrane,cell membrane
CDB25:0004020,nrxn2 ctnna2,nrxn2,ctnna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn2%20ctnna2-based-on-Pubmed-ID-20064387-in-frog,"nrxn2 (LOC108713967, LOC108715117)",ctnna2 (LOC108706501),XB-GENE-6039577,XB-GENE-5955201,ENSXETG00000015575,ENSXETG00000040099,NRXN2,LRRTM2 (KIAA0416),cell membrane,cell membrane
CDB25:0004021,nrxn2 nlgn2,nrxn2,nlgn2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn2%20nlgn2-based-on-Pubmed-ID-21424692-in-frog,"nrxn2 (LOC108713967, LOC108715117)",nlgn2 (neuroligin 2),XB-GENE-6039577,XB-GENE-6034906,ENSXETG00000015575,ENSXETG00000044356,NRXN2,NLGN2 (KIAA1366),cell membrane,cell membrane
CDB25:0004022,nrxn3 clstn3,nrxn3,clstn3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn3%20clstn3-based-on-Pubmed-ID-32434929-in-frog,nrxn3 (LOC108699836),"clstn3 (cstn3, cdhr14, alcbeta)",XB-GENE-956823,XB-GENE-5757720,ENSXETG00000011090,ENSXETG00000023916,"NRXN3 (C14orf60, KIAA0743)","CLSTN3 (CSTN3, KIAA0726, CDHR14)",cell membrane,cell membrane
CDB25:0004023,nrxn3 dag1,nrxn3,dag1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn3%20dag1-based-on-Pubmed-ID-11470830-in-frog,nrxn3 (LOC108699836),"dag1 (nos1, xcat-2, xnos1, xcat2)",XB-GENE-956823,XB-GENE-868377,ENSXETG00000011090,ENSXETG00000005928,"NRXN3 (C14orf60, KIAA0743)","DAG1 (A3a, 156DAG, AGRNR, DAG)",cell membrane,cell membrane
CDB25:0004024,nrxn3 ctnna2,nrxn3,ctnna2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nrxn3%20ctnna2-based-on-Pubmed-ID-20064387-in-frog,nrxn3 (LOC108699836),ctnna2 (LOC108706501),XB-GENE-956823,XB-GENE-5955201,ENSXETG00000011090,ENSXETG00000040099,"NRXN3 (C14orf60, KIAA0743)",LRRTM2 (KIAA0416),cell membrane,cell membrane
CDB25:0004025,ntm ntm,ntm,ntm,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntm%20ntm-based-on-Pubmed-ID-30956130,%209801370-in-frog",ntm (hnt),ntm (hnt),XB-GENE-6045425,XB-GENE-6045425,ENSXETG00000015706,ENSXETG00000015706,"NTM (HNT, NTRI, IGLON2, CEPU-1)","NTM (HNT, NTRI, IGLON2, CEPU-1)",cell membrane,cell membrane
CDB25:0004026,ntn1 app,ntn1,app,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn1%20app-based-on-Pubmed-ID-19148186,%2022782894-in-frog","ntn1 (Netrin-1, netrin 1, unc-6, ntn1l)","app (beta-amyloid precursor protein, MGC88882)",XB-GENE-989335,XB-GENE-479154,ENSXETG00000038579,ENSXETG00000013612,"NTN1 (NTN1L, NET1)","APP (AD1, alpha-sAPP)",secreted,cell membrane
CDB25:0004027,ntn1 dscam,ntn1,dscam,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn1%20dscam-based-on-Pubmed-ID-18585357,%2019196994-in-frog","ntn1 (Netrin-1, netrin 1, unc-6, ntn1l)",dscam (LOC108708870),XB-GENE-989335,XB-GENE-921689,ENSXETG00000038579,ENSXETG00000033779,"NTN1 (NTN1L, NET1)","DSCAM (CHD2-42, CHD2-52)",secreted,cell membrane
CDB25:0004028,ntn3 dcc,ntn3,dcc,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn3%20dcc-based-on-Pubmed-ID-10366627-in-frog,ntn3 (ntn2l),"dcc (xdcc, crc18, crcr1, igdcc1, dcc-b, dcc-a)",XB-GENE-960264,XB-GENE-852874,ENSXETG00000020288,ENSXETG00000030451,NTN3 (NTN2L),"DCC (IGDCC1, NTN1R1)",secreted,cell membrane
CDB25:0004029,ntn3 unc5a,ntn3,unc5a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn3%20unc5a-based-on-Pubmed-ID-10366627-in-frog,ntn3 (ntn2l),"unc5a (unc5h1, LOC108710982)",XB-GENE-960264,XB-GENE-923412,ENSXETG00000020288,ENSXETG00000033069,NTN3 (NTN2L),"UNC5A (KIAA1976, UNC5H1)",secreted,cell membrane
CDB25:0004030,ntn3 unc5b,ntn3,unc5b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn3%20unc5b-based-on-Pubmed-ID-10366627-in-frog,ntn3 (ntn2l),"unc5b (unc5h2, p53rdl1)",XB-GENE-960264,XB-GENE-6046963,ENSXETG00000020288,ENSXETG00000019901,NTN3 (NTN2L),"UNC5B (UNC5H2, p53RDL1)",secreted,cell membrane
CDB25:0004031,ntn3 unc5c,ntn3,unc5c,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn3%20unc5c-based-on-Pubmed-ID-10366627-in-frog,ntn3 (ntn2l),unc5c,XB-GENE-960264,XB-GENE-921628,ENSXETG00000020288,ENSXETG00000019221,NTN3 (NTN2L),UNC5C,secreted,cell membrane
CDB25:0004032,ntn4 itga6,ntn4,itga6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn4%20itga6-based-on-Pubmed-ID-21799154-in-frog,ntn4 (netrin 4),itga6,XB-GENE-5823493,XB-GENE-489982,ENSXETG00000040224,ENSXETG00000007527,NTN4,"ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)",secreted,cell membrane
CDB25:0004033,ntn4 itgb1,ntn4,itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn4%20itgb1-based-on-Pubmed-ID-21799154-in-frog,ntn4 (netrin 4),"itgb1 (cd29, fnrb, mdf2, vlab, gpiia, msk12, vla-beta, Beta 1 integrin, itgb1-a, itgb1-b)",XB-GENE-5823493,XB-GENE-946725,ENSXETG00000040224,ENSXETG00000026716,NTN4,"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB25:0004034,ntn4 neo1,ntn4,neo1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn4%20neo1-based-on-Pubmed-ID-18719102-in-frog,ntn4 (netrin 4),neo1 (neogenin),XB-GENE-5823493,XB-GENE-922578,ENSXETG00000040224,ENSXETG00000005195,NTN4,"NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",secreted,cell membrane
CDB25:0004035,ntn4 unc5b,ntn4,unc5b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ntn4%20unc5b-based-on-Pubmed-ID-18719102-in-frog,ntn4 (netrin 4),"unc5b (unc5h2, p53rdl1)",XB-GENE-5823493,XB-GENE-6046963,ENSXETG00000040224,ENSXETG00000019901,NTN4,"UNC5B (UNC5H2, p53RDL1)",secreted,cell membrane
CDB25:0004036,nxnl1 bsg,nxnl1,bsg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-nxnl1%20bsg-based-on-Pubmed-ID-25957687-in-frog,nxnl1,bsg (CD147),XB-GENE-961004,XB-GENE-5901795,ENSXETG00000044461,ENSXETG00000006553,"NXNL1 (TXNL6, RDCVF)","BSG (OK, EMMPRIN, CD147, EMPRIN)",secreted,cell membrane
CDB25:0004037,omg ptprd,omg,ptprd,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-omg%20ptprd-based-on-Pubmed-ID-36178190-in-frog,omg (omgp),"ptprd (XPTP-D, PTPD, ptpdelta, rptpdelta)",XB-GENE-6453746,XB-GENE-478374,ENSXETG00000026240,ENSXETG00000011833,OMG (OMGP),"PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB25:0004038,omg ptprf,omg,ptprf,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-omg%20ptprf-based-on-Pubmed-ID-36178190-in-frog,omg (omgp),"ptprf (XPTP-LAR, LAR, bnah2)",XB-GENE-6453746,XB-GENE-495325,ENSXETG00000026240,ENSXETG00000002257,OMG (OMGP),PTPRF (LAR),cell membrane,cell membrane
CDB25:0004039,omg ptprs,omg,ptprs,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-omg%20ptprs-based-on-Pubmed-ID-36178190-in-frog,omg (omgp),"ptprs (cryp-a, ptpsigma, LOC108711853)",XB-GENE-6453746,XB-GENE-478236,ENSXETG00000026240,ENSXETG00000005350,OMG (OMGP),"PTPRS (PTPsigma, PTP-sigma)",cell membrane,cell membrane
CDB25:0004040,omg ptpru,omg,ptpru,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-omg%20ptpru-based-on-Pubmed-ID-36178190-in-frog,omg (omgp),"ptpru (fmi, ptp, pcp-2, ptp-j, ptpro, ptpu2, glepp1, ptp-pi, ptppsi, LOC108708221, LOC108709564)",XB-GENE-6453746,XB-GENE-922688,ENSXETG00000026240,ENSXETG00000005931,OMG (OMGP),"PTPRU (PTPRO, hPTP-J, PCP-2, FMI, PTP)",cell membrane,cell membrane
CDB25:0004041,ostn ptpru,ostn,ptpru,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ostn%20ptpru-based-on-Pubmed-ID-36178190-in-frog,"ostn (osteocrin, musclin, LOC108716973)","ptpru (fmi, ptp, pcp-2, ptp-j, ptpro, ptpu2, glepp1, ptp-pi, ptppsi, LOC108708221, LOC108709564)",XB-GENE-984501,XB-GENE-922688,ENSXETG00000015042,ENSXETG00000005931,OSTN,"PTPRU (PTPRO, hPTP-J, PCP-2, FMI, PTP)",secreted,cell membrane
CDB25:0004042,pcdha6 pcdha6,pcdha6,pcdha6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha6%20pcdha6-based-on-Pubmed-ID-35253643-in-frog,"pcdha6 (cnrn2, cnr2, cnrs2, crnr2, pcdh-alpha6)","pcdha6 (cnrn2, cnr2, cnrs2, crnr2, pcdh-alpha6)",XB-GENE-1012199,XB-GENE-1012199,ENSXETG00000042368,ENSXETG00000042368,"PCDHA7 (CNRS4, CNR4, CRNR4)","PCDHA7 (CNRS4, CNR4, CRNR4)",cell membrane,cell membrane
CDB25:0004043,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB1 (PCDH-BETA1),PCDHB1 (PCDH-BETA1),cell membrane,cell membrane
CDB25:0004044,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-27068704-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,"PCDHB11 (PCDH-BETA11, ME2)","PCDHB11 (PCDH-BETA11, ME2)",cell membrane,cell membrane
CDB25:0004045,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB6 (PCDH-BETA6),PCDHB6 (PCDH-BETA6),cell membrane,cell membrane
CDB25:0004046,pcdha13 pcdha13,pcdha13,pcdha13,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-pcdha13%20pcdha13-based-on-Pubmed-ID-25171406-in-frog,"pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)","pcdha13 (cnr5, cnrn5, cnrs5, crnr5, pcdh-alpha13)",XB-GENE-1113164,XB-GENE-1113164,ENSXETG00000016119,ENSXETG00000016119,PCDHB7 (PCDH-BETA7),PCDHB7 (PCDH-BETA7),cell membrane,cell membrane
